model,training,eval_lang,step,pred_langs,emb_cos_sim
alephbert_heb_Hebr,['heb_Hebr'],pan_Guru,Step50+sbeam8,"{'heb': 0.82, 'eng': 0.12, 'fra': 0.03, 'zho': 0.01, 'rus': 0.02}",0.31635746359825134
alephbert_heb_Hebr,['heb_Hebr'],tur_Latn,Labels,"{'fra': 0.03, 'tur': 0.87, 'spa': 0.01, 'swa': 0.01, 'deu': 0.01, 'eng': 0.02, 'aze': 0.02}",
alephbert_heb_Hebr,['heb_Hebr'],tur_Latn,Base,"{'heb': 0.26, 'ita': 0.01, 'deu': 0.01, 'fra': 0.04, 'eng': 0.23, 'por': 0.17, 'rus': 0.03, 'ara': 0.04, 'ceb': 0.01, 'nld': 0.02, 'gle': 0.01, 'zho': 0.03, 'kor': 0.02, 'epo': 0.02, 'pol': 0.01, 'tur': 0.03, 'ind': 0.02, 'vie': 0.01}",0.43826788663864136
alephbert_heb_Hebr,['heb_Hebr'],tur_Latn,Step1,"{'heb': 0.27, 'por': 0.17, 'eng': 0.36, 'fra': 0.03, 'ind': 0.05, 'tur': 0.05, 'spa': 0.01, 'epo': 0.04, 'gle': 0.01, 'fry': 0.01}",0.29657208919525146
alephbert_heb_Hebr,['heb_Hebr'],tur_Latn,Step50+sbeam8,"{'heb': 0.32, 'por': 0.18, 'eng': 0.36, 'fra': 0.02, 'tur': 0.06, 'ind': 0.01, 'spa': 0.01, 'bos': 0.01, 'ita': 0.01}",0.4082043170928955
alephbert_heb_Hebr,['heb_Hebr'],kaz_Cyrl,Labels,"{'kaz': 0.79, 'rus': 0.1, 'ukr': 0.01, 'deu': 0.01, 'fra': 0.06, 'bul': 0.01, 'eng': 0.01}",
alephbert_heb_Hebr,['heb_Hebr'],kaz_Cyrl,Base,"{'rus': 0.91, 'bul': 0.01, 'heb': 0.02, 'eng': 0.02, 'fra': 0.02, 'zho': 0.01}",0.5740879774093628
alephbert_heb_Hebr,['heb_Hebr'],kaz_Cyrl,Step1,"{'rus': 0.86, 'kaz': 0.01, 'srp': 0.01, 'heb': 0.07, 'bul': 0.02, 'fra': 0.01, 'eng': 0.02, 'zho': 0.01}",0.5963650345802307
alephbert_heb_Hebr,['heb_Hebr'],kaz_Cyrl,Step50+sbeam8,"{'rus': 0.81, 'kaz': 0.01, 'srp': 0.01, 'bul': 0.01, 'heb': 0.06, 'deu': 0.01, 'eng': 0.01, 'fra': 0.08}",0.6019743084907532
alephbert_heb_Hebr,['heb_Hebr'],cmn_Hani,Labels,"{'zho': 0.91, 'fin': 0.03, 'fra': 0.05}",
alephbert_heb_Hebr,['heb_Hebr'],cmn_Hani,Base,"{'eng': 0.19, 'heb': 0.27, 'zho': 0.3, 'kor': 0.11, 'hin': 0.13}",0.2882682681083679
alephbert_heb_Hebr,['heb_Hebr'],cmn_Hani,Step1,"{'heb': 0.42, 'zho': 0.25, 'kor': 0.09, 'eng': 0.21, 'hin': 0.02, 'ind': 0.01}",0.22424089908599854
alephbert_heb_Hebr,['heb_Hebr'],cmn_Hani,Step50+sbeam8,"{'eng': 0.25, 'heb': 0.49, 'zho': 0.14, 'kor': 0.05, 'fra': 0.04, 'ind': 0.03, 'hin': 0.01}",0.2129160463809967
alephbert_heb_Hebr,['heb_Hebr'],jpn_Jpan,Labels,"{'jpn': 0.82, 'zho': 0.13, 'eng': 0.02, 'fra': 0.02}",
alephbert_heb_Hebr,['heb_Hebr'],jpn_Jpan,Base,"{'eng': 0.29, 'zho': 0.33, 'kor': 0.26, 'heb': 0.06, 'hin': 0.01, 'rus': 0.02, 'ara': 0.01}",0.48497113585472107
alephbert_heb_Hebr,['heb_Hebr'],jpn_Jpan,Step1,"{'eng': 0.24, 'zho': 0.4, 'kor': 0.17, 'heb': 0.13, 'fra': 0.01, 'rus': 0.04}",0.5014901161193848
alephbert_heb_Hebr,['heb_Hebr'],jpn_Jpan,Step50+sbeam8,"{'eng': 0.29, 'zho': 0.28, 'kor': 0.11, 'heb': 0.21, 'fra': 0.04, 'rus': 0.04, 'ind': 0.01, 'gle': 0.01, 'lit': 0.01, 'por': 0.01}",0.5459016561508179
alephbert_heb_Hebr,['heb_Hebr'],kor_Hang,Labels,"{'kor': 0.96, 'eng': 0.01, 'fra': 0.02}",
alephbert_heb_Hebr,['heb_Hebr'],kor_Hang,Base,"{'eng': 0.17, 'fra': 0.01, 'bul': 0.01, 'rus': 0.04, 'ara': 0.08, 'ind': 0.43, 'yor': 0.01, 'heb': 0.07, 'zho': 0.08, 'kor': 0.05, 'por': 0.01, 'gle': 0.03, 'lit': 0.01, 'hin': 0.01}",0.383232980966568
alephbert_heb_Hebr,['heb_Hebr'],kor_Hang,Step1,"{'eng': 0.19, 'ind': 0.48, 'heb': 0.11, 'zho': 0.06, 'kor': 0.03, 'hin': 0.04, 'fra': 0.01, 'bul': 0.01, 'rus': 0.05}",0.36526748538017273
alephbert_heb_Hebr,['heb_Hebr'],kor_Hang,Step50+sbeam8,"{'rus': 0.03, 'eng': 0.31, 'ind': 0.41, 'heb': 0.12, 'zho': 0.07, 'kor': 0.03, 'ara': 0.01, 'bul': 0.01, 'fra': 0.02}",0.3267330825328827
alephbert_heb_Hebr,['heb_Hebr'],mon_Cyrl,Labels,"{'mon': 0.85, 'fra': 0.03, 'rus': 0.08, 'ukr': 0.01, 'eng': 0.01}",
alephbert_heb_Hebr,['heb_Hebr'],mon_Cyrl,Base,"{'rus': 0.97, 'eng': 0.01, 'bul': 0.01}",0.5338140726089478
alephbert_heb_Hebr,['heb_Hebr'],mon_Cyrl,Step1,"{'rus': 0.9, 'kaz': 0.04, 'srp': 0.02, 'eng': 0.01, 'heb': 0.02}",0.37337762117385864
alephbert_heb_Hebr,['heb_Hebr'],mon_Cyrl,Step50+sbeam8,"{'rus': 0.87, 'kaz': 0.05, 'srp': 0.03, 'bul': 0.01, 'heb': 0.02}",0.4594576060771942
alephbert_heb_Hebr,['heb_Hebr'],hun_Latn,Labels,"{'hun': 0.86, 'fra': 0.04, 'eng': 0.04, 'deu': 0.01, 'spa': 0.01}",
alephbert_heb_Hebr,['heb_Hebr'],hun_Latn,Base,"{'fra': 0.04, 'eng': 0.56, 'xho': 0.01, 'heb': 0.13, 'mri': 0.01, 'deu': 0.07, 'yor': 0.03, 'por': 0.06, 'hun': 0.01, 'mkd': 0.01, 'ita': 0.01, 'rus': 0.01, 'ina': 0.01, 'nld': 0.01}",0.49055397510528564
alephbert_heb_Hebr,['heb_Hebr'],hun_Latn,Step1,"{'eng': 0.55, 'heb': 0.1, 'ind': 0.12, 'por': 0.06, 'lav': 0.01, 'lit': 0.02, 'fra': 0.04, 'hun': 0.01, 'mkd': 0.01, 'ita': 0.02, 'deu': 0.03}",0.36098790168762207
alephbert_heb_Hebr,['heb_Hebr'],hun_Latn,Step50+sbeam8,"{'tur': 0.01, 'eng': 0.54, 'heb': 0.09, 'xho': 0.01, 'spa': 0.01, 'por': 0.07, 'lit': 0.02, 'deu': 0.04, 'ind': 0.06, 'hun': 0.01, 'fra': 0.05, 'mkd': 0.01, 'hrv': 0.01, 'bos': 0.01, 'ita': 0.03, 'nld': 0.02, 'epo': 0.01}",0.3571273684501648
alephbert_heb_Hebr,['heb_Hebr'],mhr_Cyrl,Labels,"{'mhr': 0.06, 'kaz': 0.17, 'rus': 0.41, 'mkd': 0.04, 'bel': 0.07, 'fra': 0.06, 'mon': 0.12, 'kir': 0.01, 'ltz': 0.01, 'bul': 0.02, 'srp': 0.01, 'ukr': 0.02}",
alephbert_heb_Hebr,['heb_Hebr'],mhr_Cyrl,Base,"{'rus': 0.94, 'heb': 0.02, 'srp': 0.01, 'bul': 0.01, 'fra': 0.01}",0.7084029912948608
alephbert_heb_Hebr,['heb_Hebr'],mhr_Cyrl,Step1,"{'rus': 0.89, 'heb': 0.06, 'bul': 0.01, 'kaz': 0.03, 'fra': 0.01, 'srp': 0.01}",0.47136855125427246
alephbert_heb_Hebr,['heb_Hebr'],mhr_Cyrl,Step50+sbeam8,"{'rus': 0.91, 'heb': 0.03, 'kaz': 0.03, 'fra': 0.01, 'srp': 0.01, 'bul': 0.01}",0.5291924476623535
alephbert_heb_Hebr,['heb_Hebr'],fin_Latn,Labels,"{'fin': 0.87, 'eng': 0.05, 'fra': 0.02, 'ita': 0.01, 'deu': 0.01, 'est': 0.01, 'epo': 0.01}",
alephbert_heb_Hebr,['heb_Hebr'],fin_Latn,Base,"{'heb': 0.06, 'zho': 0.06, 'kor': 0.04, 'lit': 0.04, 'vie': 0.06, 'por': 0.27, 'deu': 0.02, 'gle': 0.01, 'lav': 0.03, 'eng': 0.21, 'yor': 0.05, 'spa': 0.02, 'ind': 0.06, 'fra': 0.01, 'mri': 0.01, 'aze': 0.01, 'ita': 0.01, 'rus': 0.02}",0.408765971660614
alephbert_heb_Hebr,['heb_Hebr'],fin_Latn,Step1,"{'heb': 0.06, 'vie': 0.02, 'lit': 0.07, 'deu': 0.01, 'por': 0.21, 'lav': 0.02, 'ind': 0.39, 'eng': 0.16, 'spa': 0.01, 'fra': 0.02, 'yor': 0.01}",0.4267268776893616
alephbert_heb_Hebr,['heb_Hebr'],fin_Latn,Step50+sbeam8,"{'heb': 0.04, 'ind': 0.32, 'por': 0.22, 'lit': 0.08, 'deu': 0.01, 'eng': 0.25, 'xho': 0.01, 'spa': 0.02, 'fra': 0.03, 'tur': 0.01, 'lav': 0.01}",0.4747483432292938
text2vec_cmn_Hani,['cmn_Hani'],deu_Latn,Labels,"{'deu': 0.89, 'eng': 0.04, 'por': 0.01, 'spa': 0.01, 'fra': 0.02, 'nld': 0.01, 'pol': 0.01}",
text2vec_cmn_Hani,['cmn_Hani'],deu_Latn,Step1,"{'fra': 0.03, 'eng': 0.47, 'lat': 0.08, 'zho': 0.24, 'deu': 0.14, 'rus': 0.02, 'spa': 0.01, 'hun': 0.01}",0.6912457942962646
text2vec_cmn_Hani,['cmn_Hani'],deu_Latn,Step50+sbeam8,"{'eng': 0.49, 'zho': 0.14, 'deu': 0.25, 'fra': 0.04, 'mkd': 0.01, 'spa': 0.01, 'kor': 0.01, 'por': 0.01, 'rus': 0.02, 'tur': 0.01}",0.7342196702957153
text2vec_cmn_Hani,['cmn_Hani'],deu_Latn,Base,"{'eng': 0.43, 'fra': 0.08, 'zho': 0.16, 'nld': 0.02, 'lat': 0.06, 'fin': 0.02, 'deu': 0.19, 'epo': 0.01, 'spa': 0.01}",0.7019797563552856
text2vec_cmn_Hani,['cmn_Hani'],ydd_Hebr,Labels,"{'heb': 0.97, 'fra': 0.02, 'eng': 0.01}",
text2vec_cmn_Hani,['cmn_Hani'],ydd_Hebr,Step1,"{'zho': 0.55, 'eng': 0.4, 'mkd': 0.01, 'fra': 0.01, 'jpn': 0.02, 'tur': 0.01}",0.6520296931266785
text2vec_cmn_Hani,['cmn_Hani'],ydd_Hebr,Step50+sbeam8,"{'eng': 0.57, 'mkd': 0.02, 'zho': 0.37, 'fra': 0.02, 'jpn': 0.03}",0.7532069683074951
text2vec_cmn_Hani,['cmn_Hani'],ydd_Hebr,Base,"{'zho': 0.75, 'eng': 0.17, 'fra': 0.04, 'fin': 0.01, 'yor': 0.01, 'jpn': 0.01}",0.7221182584762573
text2vec_cmn_Hani,['cmn_Hani'],heb_Hebr,Labels,"{'heb': 0.99, 'fra': 0.01}",
text2vec_cmn_Hani,['cmn_Hani'],heb_Hebr,Step1,"{'zho': 0.33, 'eng': 0.43, 'fra': 0.03, 'fin': 0.21}",0.7210171222686768
text2vec_cmn_Hani,['cmn_Hani'],heb_Hebr,Step50+sbeam8,"{'zho': 0.23, 'eng': 0.46, 'jpn': 0.02, 'fin': 0.2, 'tur': 0.03, 'fra': 0.05}",0.7323696613311768
text2vec_cmn_Hani,['cmn_Hani'],heb_Hebr,Base,"{'zho': 0.9, 'eng': 0.07, 'jpn': 0.01, 'fin': 0.01}",0.7050711512565613
text2vec_cmn_Hani,['cmn_Hani'],arb_Arab,Labels,"{'fas': 0.03, 'ara': 0.94, 'fra': 0.02}",
text2vec_cmn_Hani,['cmn_Hani'],arb_Arab,Step1,"{'zho': 0.59, 'eng': 0.24, 'fin': 0.15, 'tur': 0.01}",0.7300222516059875
text2vec_cmn_Hani,['cmn_Hani'],arb_Arab,Step50+sbeam8,"{'eng': 0.39, 'zho': 0.22, 'pol': 0.14, 'fra': 0.01, 'fin': 0.23, 'jpn': 0.01}",0.7400095462799072
text2vec_cmn_Hani,['cmn_Hani'],arb_Arab,Base,"{'zho': 0.9, 'eng': 0.06, 'fin': 0.01, 'jpn': 0.01}",0.7030978798866272
text2vec_cmn_Hani,['cmn_Hani'],amh_Ethi,Labels,"{'amh': 0.94, 'fra': 0.02, 'eng': 0.02}",
text2vec_cmn_Hani,['cmn_Hani'],amh_Ethi,Step1,"{'zho': 0.61, 'eng': 0.34, 'jpn': 0.01, 'fra': 0.03}",0.758806586265564
text2vec_cmn_Hani,['cmn_Hani'],amh_Ethi,Step50+sbeam8,"{'zho': 0.42, 'eng': 0.48, 'jpn': 0.02, 'fra': 0.06, 'est': 0.01, 'deu': 0.01}",0.7636764645576477
text2vec_cmn_Hani,['cmn_Hani'],amh_Ethi,Base,"{'zho': 0.77, 'jpn': 0.01, 'eng': 0.17, 'fin': 0.01, 'yor': 0.01, 'fra': 0.02, 'ell': 0.01}",0.7194631695747375
text2vec_cmn_Hani,['cmn_Hani'],mlt_Latn,Labels,"{'deu': 0.02, 'fra': 0.05, 'eng': 0.09, 'swe': 0.01, 'mlt': 0.42, 'pol': 0.11, 'ita': 0.14, 'ron': 0.02, 'epo': 0.01, 'som': 0.01, 'lav': 0.01, 'nor': 0.01, 'spa': 0.01, 'cat': 0.01, 'cym': 0.01, 'nno': 0.01, 'fin': 0.01, 'rus': 0.01}",
text2vec_cmn_Hani,['cmn_Hani'],mlt_Latn,Step1,"{'eng': 0.51, 'zul': 0.01, 'zho': 0.23, 'spa': 0.02, 'fra': 0.11, 'por': 0.05, 'cat': 0.02, 'sna': 0.02, 'ita': 0.01}",0.6932644844055176
text2vec_cmn_Hani,['cmn_Hani'],mlt_Latn,Step50+sbeam8,"{'eng': 0.55, 'zul': 0.01, 'zho': 0.2, 'spa': 0.03, 'slv': 0.01, 'ita': 0.02, 'tur': 0.01, 'fra': 0.07, 'rus': 0.01, 'deu': 0.03, 'por': 0.03, 'sna': 0.02}",0.6825422048568726
text2vec_cmn_Hani,['cmn_Hani'],mlt_Latn,Base,"{'eng': 0.37, 'zho': 0.29, 'fra': 0.09, 'spa': 0.03, 'ita': 0.06, 'ina': 0.07, 'epo': 0.01, 'lat': 0.02, 'por': 0.02, 'aze': 0.01, 'mri': 0.01, 'rus': 0.01, 'yor': 0.01, 'est': 0.01}",0.7261151075363159
text2vec_cmn_Hani,['cmn_Hani'],hin_Deva,Labels,"{'hin': 0.72, 'mar': 0.12, 'fra': 0.03, 'eng': 0.09, 'zho': 0.02, 'new': 0.01}",
text2vec_cmn_Hani,['cmn_Hani'],hin_Deva,Step1,"{'zho': 0.35, 'eng': 0.58, 'jpn': 0.01, 'fra': 0.01, 'ell': 0.01, 'ita': 0.02, 'tur': 0.01, 'ina': 0.01}",0.7314922213554382
text2vec_cmn_Hani,['cmn_Hani'],hin_Deva,Step50+sbeam8,"{'zho': 0.3, 'eng': 0.66, 'fra': 0.02, 'tur': 0.01}",0.7657396793365479
text2vec_cmn_Hani,['cmn_Hani'],hin_Deva,Base,"{'zho': 0.5, 'eng': 0.42, 'fin': 0.02, 'fra': 0.03, 'ita': 0.01, 'ina': 0.01}",0.6984260082244873
text2vec_cmn_Hani,['cmn_Hani'],urd_Arab,Labels,"{'urd': 0.75, 'fas': 0.14, 'ara': 0.08, 'fra': 0.01, 'eng': 0.01}",
text2vec_cmn_Hani,['cmn_Hani'],urd_Arab,Step1,"{'zho': 0.56, 'eng': 0.37, 'fra': 0.02, 'fin': 0.04, 'jpn': 0.01}",0.7241194248199463
text2vec_cmn_Hani,['cmn_Hani'],urd_Arab,Step50+sbeam8,"{'zho': 0.35, 'eng': 0.5, 'fra': 0.14}",0.7387039065361023
text2vec_cmn_Hani,['cmn_Hani'],urd_Arab,Base,"{'zho': 0.74, 'eng': 0.21, 'fra': 0.01, 'jpn': 0.01, 'fin': 0.01}",0.694671630859375
text2vec_cmn_Hani,['cmn_Hani'],guj_Gujr,Labels,"{'guj': 0.96, 'eng': 0.01, 'fra': 0.02}",
text2vec_cmn_Hani,['cmn_Hani'],guj_Gujr,Step1,"{'zho': 0.61, 'fra': 0.03, 'eng': 0.28, 'fin': 0.04, 'por': 0.01, 'ell': 0.01}",0.7370869517326355
text2vec_cmn_Hani,['cmn_Hani'],guj_Gujr,Step50+sbeam8,"{'zho': 0.52, 'eng': 0.44, 'jpn': 0.01, 'fra': 0.03}",0.7528703212738037
text2vec_cmn_Hani,['cmn_Hani'],guj_Gujr,Base,"{'zho': 0.83, 'eng': 0.11, 'fra': 0.03, 'fin': 0.01, 'pol': 0.01}",0.7248321175575256
text2vec_cmn_Hani,['cmn_Hani'],sin_Sinh,Labels,"{'sin': 0.94, 'eng': 0.03, 'fra': 0.02}",
text2vec_cmn_Hani,['cmn_Hani'],sin_Sinh,Step1,"{'zho': 0.45, 'eng': 0.52, 'fra': 0.02}",0.7057911157608032
text2vec_cmn_Hani,['cmn_Hani'],sin_Sinh,Step50+sbeam8,"{'zho': 0.33, 'eng': 0.64, 'fra': 0.02, 'jpn': 0.01}",0.7239105701446533
text2vec_cmn_Hani,['cmn_Hani'],sin_Sinh,Base,"{'eng': 0.27, 'zho': 0.67, 'fra': 0.02, 'jpn': 0.02, 'fin': 0.01}",0.7103536128997803
text2vec_cmn_Hani,['cmn_Hani'],pan_Guru,Labels,"{'pan': 0.96, 'fra': 0.03, 'eng': 0.01}",
text2vec_cmn_Hani,['cmn_Hani'],pan_Guru,Step1,"{'zho': 0.64, 'eng': 0.33, 'fra': 0.02, 'jpn': 0.01}",0.7345023155212402
text2vec_cmn_Hani,['cmn_Hani'],pan_Guru,Step50+sbeam8,"{'zho': 0.49, 'eng': 0.42, 'yor': 0.01, 'fra': 0.03, 'jpn': 0.01, 'tur': 0.01, 'deu': 0.03}",0.7553125023841858
text2vec_cmn_Hani,['cmn_Hani'],pan_Guru,Base,"{'zho': 0.73, 'eng': 0.19, 'yor': 0.01, 'fra': 0.02, 'jpn': 0.02, 'vie': 0.02}",0.7091068029403687
text2vec_cmn_Hani,['cmn_Hani'],tur_Latn,Labels,"{'fra': 0.03, 'tur': 0.87, 'spa': 0.01, 'swa': 0.01, 'deu': 0.01, 'eng': 0.02, 'aze': 0.02}",
